,Unnamed: 0.1,Unnamed: 0,NAPRORE_ID,SMILES,NAME,SOURCE_SPECIES,REFERENCE,NPC_PATHWAY_1,NPC_PATHWAY_2,NPC_PATHWAY_3,NPC_SUPERCLASS_1,NPC_SUPERCLASS_2,NPC_SUPERCLASS_3,NPC_CLASS_1,NPC_CLASS_2,NPC_CLASS_3,NPC_IS_GLYCOSIDE,NUM_ATOMS,NUM_BONDS,MOL_WT,HBD_COUNT,HBA_COUNT,ROTABLE_BONDS,LOGP,TPSA,AROMATIC_RING_COUNT,ACID_GROUP_COUNT,BASE_GROUP_COUNT,IONIZABLE
193,193,193,194,C=C1CCC=C(C)[C@@]2(O)[C@H](OC(=O)[C@]3(C)OC3(C)C)[C@H]3C(C)C(=O)O[C@H]3[C@H]12,[None],['Montanoa hibiscifolia'],['https://doi.org/10.1021/np034072q'],Terpenoids,,,Sesquiterpenoids,,,Guaiane sesquiterpenoids,,,False,27,30,376.44900000000007,1,6,2,2.3006,85.36,0,0,0,Non-ionizable
194,194,194,195,C=C1C(=O)O[C@H]2C=C(C)CCC=C(C)[C@@H](O)[C@H](OC(=O)[C@]3(C)O[C@@H]3C)[C@@H]12,"['8alpha-(2′,3′-Epoxy-2′-methylbutyryloxy)-9betha-hydroxygermacra-4E,1(10)E-dien-6betha,12-olide']",['Montanoa hibiscifolia'],['https://doi.org/10.1021/np034072q'],Terpenoids,,,Sesquiterpenoids,,,Germacrane sesquiterpenoids,,,False,26,28,362.4220000000001,1,6,2,2.2207,85.36000000000001,0,0,0,Non-ionizable
195,195,195,196,C=C1C(=O)O[C@H]2C=C(C)CCC=C(C)[C@@H](O)[C@H](OC(=O)[C@@]3(C)O[C@H]3C)[C@@H]12,"['Diastereomer of 8alpha-(2′,3′-Epoxy-2′-methylbutyryloxy)-9betha-hydroxygermacra-4E,1(10)E-dien-6betha,12-olide']",['Montanoa hibiscifolia'],['https://doi.org/10.1021/np034072q'],Terpenoids,,,Sesquiterpenoids,,,Germacrane sesquiterpenoids,,,False,26,28,362.4220000000001,1,6,2,2.2207,85.36000000000001,0,0,0,Non-ionizable
196,196,196,197,C=C1C(=O)O[C@H]2C=C(C)CCC=C(C)[C@@H](OC(=O)[C@@]3(C)O[C@H]3C)[C@H](O)[C@@H]12,[None],['Montanoa hibiscifolia'],['https://doi.org/10.1021/np034072q'],Terpenoids,,,Sesquiterpenoids,,,Germacrane sesquiterpenoids,,,False,26,28,362.422,1,6,2,2.2207,85.36,0,0,0,Non-ionizable
197,197,197,198,C=C1C(=O)O[C@H]2C=C(C)CC[C@H](OC)[C@H](C)C(=O)[C@H](OC(=O)[C@@]3(C)O[C@H]3C)[C@@H]12,[None],['Montanoa hibiscifolia'],['https://doi.org/10.1021/np034072q'],Terpenoids,,,Sesquiterpenoids,,,Germacrane sesquiterpenoids,,,False,28,30,392.4480000000001,0,7,3,2.1337,91.43,0,0,0,Non-ionizable
198,198,198,199,C=C1C(=O)O[C@H]2C=C(C)CC[C@H](OC)[C@H](C)C(=O)[C@H](OC(=O)[C@]3(C)O[C@@H]3C)[C@@H]12,[None],['Montanoa hibiscifolia'],['https://doi.org/10.1021/np034072q'],Terpenoids,,,Sesquiterpenoids,,,Germacrane sesquiterpenoids,,,False,28,30,392.4480000000001,0,7,3,2.1337,91.43,0,0,0,Non-ionizable
199,199,199,200,C=CC(=C)CCC1(C)C(C)CC(OC(=O)/C=C/c2ccccc2)C23C(=CC(O)CC12)C(OC(C)=O)OC3OC(C)=O,['Zuelaguidin A'],['Zuelania guidonia'],['https://doi.org/10.1021/np400672g'],Terpenoids,,,Diterpenoids,,,Colensane and Clerodane diterpenoids,,,True,41,44,564.6750000000002,1,8,9,5.282300000000005,108.36,1,0,0,Non-ionizable
200,200,200,201,C=CC(=C)CCC1(C)C(C)CC(O)C23C(=CC(OC(=O)/C=C/c4ccccc4)CC12)C(OC(C)=O)OC3OC(C)=O,['Zuelaguidin B'],['Zuelania guidonia'],['https://doi.org/10.1021/np400672g'],Terpenoids,,,Diterpenoids,,,Colensane and Clerodane diterpenoids,,,True,41,44,564.6750000000002,1,8,9,5.282300000000005,108.36,1,0,0,Non-ionizable
201,201,201,202,C=CC(=C)CCC1(C)C(C)CC(OC(=O)CC(O)CCCCCCCCC)C23C(=CC(O)CC12)C(OC(C)=O)OC3OC(C)=O,['Zuelaguidin C'],['Zuelania guidonia'],['https://doi.org/10.1021/np400672g'],Terpenoids,,,Diterpenoids,,,Colensane and Clerodane diterpenoids,,,True,45,47,632.8350000000005,2,9,17,6.460600000000008,128.59,0,0,0,Non-ionizable
202,202,202,203,C=CC(=C)C(O)CC1(C)C(C)CC(OC(=O)CC(O)CCCCCCCCC)C23C(=CC(O)CC12)C(OC(C)=O)OC3OC(C)=O,['Zuelaguidin D'],['Zuelania guidonia'],['https://doi.org/10.1021/np400672g'],Terpenoids,,,Diterpenoids,,,Colensane and Clerodane diterpenoids,,,True,46,48,648.8340000000004,3,10,17,5.431400000000006,148.82000000000002,0,0,0,Non-ionizable
203,203,203,204,CC(=O)OC1OC(OC(C)=O)C23C1=CC(O)CC2C(C)(CCC1=CCOOC1)C(C)CC3OC(=O)/C=C/c1ccccc1,['Zuelaguidin E'],['Zuelania guidonia'],['https://doi.org/10.1021/np400672g'],Terpenoids,,,Diterpenoids,,,Colensane and Clerodane diterpenoids,,,True,43,47,596.6730000000005,1,10,8,4.428300000000004,126.82000000000002,1,0,0,Non-ionizable
204,204,204,205,CCCCCCCCCC(=O)OC1C=C2C(OC(C)=O)OC(OC(C)=O)C23C(OC2OCC(O)C(O)C2O)CC(C)C(C)(CC(O)C2=CCOOC2)C3C1,['Zuelaguidin G'],['Zuelania guidonia'],['https://doi.org/10.1021/np400672g'],Terpenoids,,,Diterpenoids,,,Colensane and Clerodane diterpenoids,,,True,54,58,768.894,4,15,16,3.2897000000000016,205.97,0,0,0,Non-ionizable
205,205,205,206,C=CC(=C)CCC1(C)C(C)CCC23C(=CC(=O)CC12)C(OC(C)=O)OC3OC(C)=O,['Esculentin A'],['Zuelania guidonia'],['https://doi.org/10.1021/np400672g'],Terpenoids,,,Diterpenoids,,,Colensane and Clerodane diterpenoids,,,True,30,32,416.5140000000002,0,6,6,4.255400000000003,78.9,0,0,0,Non-ionizable
206,206,206,207,C/C(=C\COc1cc2ccc(=O)oc2c2ccoc12)CO,['6-hidroxy-6-O-(3-hidroxymethyl-3-methylalyl)-angelicin'],['Amyris brenesii'],['https://doi.org/10.15517/rbt.v56i3.5691'],Shikimates and Phenylpropanoids,,,Coumarins,,,Furocoumarins,,,False,21,23,286.283,1,5,4,2.8566000000000016,72.81,3,0,0,Non-ionizable
207,207,207,208,CC(=O)NCCc1ccc2c(c1)C=CC(C)(C)O2,"['6-(N-acetyl-2-etanamin)-2,2-dimethyl-2H-cromen']",['Amyris brenesii'],['https://doi.org/10.15517/rbt.v56i3.5691'],Terpenoids,,,Meroterpenoids,,,,,,False,18,19,245.322,1,2,3,2.549400000000001,38.33,1,1,0,Ionizable
208,208,208,209,C[C@]1(Cc2ccc3c(c2)OCO3)COC(=O)/C1=C/c1ccc2c(c1)OCO2,"['2,5-dehidrohinokinin']",['Amyris brenesii'],['https://doi.org/10.15517/rbt.v56i3.5691'],Shikimates and Phenylpropanoids,,,Lignans,,,Dibenzylbutyrolactone lignans,,,False,27,31,366.3690000000001,0,6,3,3.333200000000001,63.22000000000001,2,0,0,Non-ionizable
209,209,209,210,CC(=O)NCCc1ccc(OC/C=C(\C)CCC=C(C)C)cc1,['N-acetyl-O-(geranyl)-tiramine'],['Amyris brenesii'],['https://doi.org/10.15517/rbt.v56i3.5691'],Alkaloids,,,Peptide alkaloids,,,,,,False,23,23,315.457,1,2,9,4.4367000000000045,38.33,1,1,0,Ionizable
210,210,210,211,O=C1OCC(Cc2ccc3c(c2)OCO3)C1Cc1ccc2c(c1)OCO2,['Hinokinina'],['Amyris brenesii'],['https://doi.org/10.15517/rbt.v56i3.5691'],Shikimates and Phenylpropanoids,,,Lignans,,,Dibenzylbutyrolactone lignans,,,False,26,30,354.35800000000006,0,6,4,2.718400000000001,63.22000000000001,2,0,0,Non-ionizable
211,211,211,212,O=C1OCc2c1cc1cc3c(cc1c2-c1ccc2c(c1)OCO2)OCO3,['Justicidina E'],['Amyris brenesii'],['https://doi.org/10.15517/rbt.v56i3.5691'],Shikimates and Phenylpropanoids,,,Lignans,,,Arylnaphthalene and aryltetralin lignans,,,False,26,31,348.3100000000001,0,6,1,3.6346000000000016,63.22000000000001,3,0,0,Non-ionizable
212,212,212,213,COc1cc2ccc(=O)oc2cc1O,['Escopoletina'],['Amyris brenesii'],['https://doi.org/10.15517/rbt.v56i3.5691'],Shikimates and Phenylpropanoids,,,Coumarins,,,Simple coumarins,,,False,14,15,192.17,1,4,1,1.5071999999999997,59.67,2,2,0,Ionizable
213,213,213,214,C=C(C)[C@@H]1CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@](C)(C(=O)O)C5CC[C@@]4(C)[C@]3(C)CC[C@@H]12,['Acido 24-moretenoico'],['Amyris brenesii'],['https://doi.org/10.15517/rbt.v56i3.5691'],Terpenoids,,,Triterpenoids,,,Hopane and Moretane triterpenoids,,,False,33,37,456.7110000000003,2,2,2,7.089500000000008,57.53,0,1,0,Ionizable
214,214,214,215,O=c1c(O[C@@H]2OCC(O)[C@@H](O)[C@H]2OC2OC(CO)CC[C@@H]2O)c(-c2ccc(O)cc2)oc2cc(O)ccc12,['O-(3-3-dimetilalil)-halfordinol'],['Amyris brenesii'],['https://doi.org/10.15517/rbt.v56i3.5691'],Shikimates and Phenylpropanoids,,,Flavonoids,,,Flavonols,,,True,38,42,532.4980000000003,6,12,6,0.5716000000000008,188.51,3,2,0,Ionizable
215,215,215,216,C=C/C(C)=C/C[C@]1(C)[C@H](C)[C@@H](OC(=O)CCC)[C@H](O)[C@@]23C(=C[C@H](OC)C[C@@H]12)[C@@H](OC(=O)CCC)O[C@H]3OC(C)=O,['Casearin J'],['Casearia sylvestris'],['https://doi.org/10.1038/cddis.2015.413'],Terpenoids,,,Diterpenoids,,,Colensane and Clerodane diterpenoids,,,True,40,42,562.7000000000003,1,9,11,4.774100000000004,117.59,0,0,0,Non-ionizable
216,216,216,217,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)CC[C@@H]12,['Costunolide'],['Podachaenium eminens'],['http://doi.org/10.1055/s-2000-8649'],Terpenoids,,,Sesquiterpenoids,,,Germacrane sesquiterpenoids,,,False,17,18,232.32299999999992,0,2,0,3.5508000000000024,26.3,0,0,0,Non-ionizable
217,217,217,218,C=C1C(=O)O[C@@H]2/C=C(\C)[C@H](OC(C)=O)C/C=C(\C)CC[C@@H]12,['3-acetoxycostunolide'],['Podachaenium eminens'],['http://doi.org/10.1055/s-2000-8649'],Terpenoids,,,Sesquiterpenoids,,,Germacrane sesquiterpenoids,,,False,21,22,290.35900000000004,0,4,1,3.0924000000000014,52.6,0,0,0,Non-ionizable
218,218,218,219,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)CC[C@@]12O,['7-hydroxycostunolide'],['Podachaenium eminens'],['http://doi.org/10.1055/s-2000-8649'],Terpenoids,,,Sesquiterpenoids,,,Germacrane sesquiterpenoids,,,False,18,19,248.32199999999992,1,3,0,2.665700000000001,46.53,0,0,0,Non-ionizable
219,219,219,220,C=C1C(=O)O[C@@H]2[C@H]3C(C)=CC[C@@H](O)[C@]3(C)CC[C@@H]12,['santamarin'],['Podachaenium eminens'],['http://doi.org/10.1055/s-2000-8649'],Terpenoids,,,Sesquiterpenoids,,,Eudesmane sesquiterpenoids,,,False,18,20,248.32199999999995,1,3,0,2.2114000000000003,46.53,0,0,0,Non-ionizable
220,220,220,221,C=C1C(=O)O[C@@H]2[C@H]3C(C)=CC(=O)C3=C(C)CC[C@@H]12,['dehydroleucodin'],['Podachaenium eminens'],['http://doi.org/10.1055/s-2000-8649'],Terpenoids,,,Sesquiterpenoids,,,Guaiane sesquiterpenoids,,,False,18,20,244.29,0,3,0,2.339700000000001,43.370000000000005,0,0,0,Non-ionizable
221,221,221,222,C=C1C(=O)O[C@@H]2[C@H]3C(C)=C(Cl)C(=O)C3=C(C)CC[C@@H]12,['3-chlorodehydroleucodin'],['Podachaenium eminens'],['http://doi.org/10.1055/s-2000-8649'],Terpenoids,,,Sesquiterpenoids,,,Guaiane sesquiterpenoids,,,False,19,21,278.735,0,3,0,2.906200000000001,43.370000000000005,0,0,0,Non-ionizable
222,222,222,223,C=C1C(=O)O[C@H]2[C@H]1CCC(C)=C1C(=O)[C@H]3O[C@@]3(C)[C@@H]12,"['3,4-epoxydehydroleucodin']",['Podachaenium eminens'],['http://doi.org/10.1055/s-2000-8649'],Terpenoids,,,Sesquiterpenoids,,,Guaiane sesquiterpenoids,,,False,19,22,260.289,0,4,0,1.5509,55.900000000000006,0,0,0,Non-ionizable
223,223,223,224,C=C(C(=O)OC1=C(C)C2C(C)CC[C@@H]3C(=C)C(=O)O[C@H]3[C@@H]2C1=O)[C@H]1CC[C@]2(C)CCCC(=C)[C@H]2C1,['3-costoyloxydehydroleucodin'],['Podachaenium eminens'],['http://doi.org/10.1055/s-2000-8649'],Terpenoids,,,Sesquiterpenoids,,,Eudesmane sesquiterpenoids,,,False,35,39,478.6290000000004,0,5,3,5.865300000000007,69.67000000000002,0,0,0,Non-ionizable
224,224,224,225,C=C(C(=O)O[C@H]1C(=O)C2=C(C)CC[C@H]3C(=C)C(=O)O[C@@H]3[C@H]2[C@]1(C)O)[C@@H]1CC[C@@]2(C)CCCC(=C)[C@@H]2C1,['podachaenin'],['Podachaenium eminens'],['http://doi.org/10.1055/s-2000-8649'],Terpenoids,,,Sesquiterpenoids,,,Eudesmane sesquiterpenoids,,,False,36,40,494.6280000000004,1,6,3,4.775100000000005,89.9,0,0,0,Non-ionizable
225,225,225,226,C=C1C(=O)O[C@H]2C[C@H](C)C3=CC(=O)[C@H](C)C3C[C@H]12,"['thieleanin', 'thieleanin']","['Viguiera sylvatica', 'Decachaeta thieleana']","['https://doi.org/10.1016/j.fitote.2007.07.019', 'https://doi.org/10.1016/j.fitote.2007.07.019']",Terpenoids,,,Sesquiterpenoids,,,Guaiane sesquiterpenoids,,,False,18,20,246.306,0,3,0,2.2755,43.370000000000005,0,0,0,Non-ionizable
226,226,226,227,C=C1C(=O)O[C@@H]2/C=C(/CO)C3=CC(=O)[C@@](C)(C[C@@H](OC(=O)/C(C)=C\C)[C@@H]12)O3,"['millerenolide', 'millerenolide']","['Viguiera sylvatica', 'Decachaeta thieleana']","['https://doi.org/10.1016/j.fitote.2007.07.019', 'https://doi.org/10.1016/j.fitote.2007.07.019']",Terpenoids,,,Sesquiterpenoids,,,Germacrane sesquiterpenoids,,,False,27,29,374.3890000000001,1,7,3,1.5265,99.13,0,0,0,Non-ionizable
227,227,227,228,COc1ccc(/C=C/C(=O)O)cc1O,['isoferulic acid'],['Uncaria tomentosa'],['https://doi.org/10.3390/molecules201219876'],Shikimates and Phenylpropanoids,,,Phenylpropanoids (C6-C3),,,Cinnamic acids and derivatives,,,False,14,14,194.186,2,3,3,1.4986,66.76,1,3,0,Ionizable
228,228,228,229,C=C1C(=O)O[C@@H]2[C@H]1[C@@H](OC(=O)[C@]1(C)O[C@@H]1C)C(=O)[C@@]1(C)C=CC[C@@](C)(O)[C@@H]21,[None],['Montanoa hibiscifolia'],['https://doi.org/10.1021/np034072q'],Terpenoids,,,Sesquiterpenoids,,,Guaiane sesquiterpenoids,,,False,27,30,376.4050000000001,1,7,2,1.0895,102.43,0,0,0,Non-ionizable
229,229,229,230,C=C1CC[C@H](OC)[C@H](C)[C@@]2(O)[C@H](OC(=O)[C@@]3(C)O[C@H]3C)[C@@H]3[C@@H](OC(=O)[C@@H]3C)[C@H]12,[None],['Montanoa hibiscifolia'],['https://doi.org/10.1021/np034072q'],Terpenoids,,,Sesquiterpenoids,,,Guaiane sesquiterpenoids,,,False,28,31,394.4640000000001,1,7,3,1.6152999999999995,94.59,0,0,0,Non-ionizable
230,230,230,231,C=C1C(=O)O[C@H]2/C=C(\C)CC/C=C(\C)C(=O)[C@H](OC(=O)[C@@]3(C)O[C@H]3C)[C@@H]12,[None],['Montanoa hibiscifolia'],['https://doi.org/10.1021/np034072q'],Terpenoids,,,Sesquiterpenoids,,,Germacrane sesquiterpenoids,,,False,26,28,360.40600000000006,0,6,2,2.4289000000000005,82.20000000000002,0,0,0,Non-ionizable
231,231,231,232,C=C1C(=O)OC2C=C(C)CCC=C(C)[C@@H](OC(=O)/C(C)=C/C)[C@H](O)[C@@H]12,[None],['Montanoa hibiscifolia'],['https://doi.org/10.1021/np034072q'],Terpenoids,,,Sesquiterpenoids,,,Germacrane sesquiterpenoids,,,False,25,26,346.423,1,5,2,3.009500000000002,72.83,0,0,0,Non-ionizable
232,232,232,233,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@@H]1C3,"['ent-kaur-16-en-19-oic acid', 'ent-kaur-16-en-19-oic acid', 'ent-kaur-16-en-19-oic acid']","['Oyedaea verbesinoides', 'Mikania vitifolia', 'Mikania banisteriae']","['https://doi.org/10.1016/S0031-9422(03)00073-6', 'https://doi.org/10.1016/S0031-9422(97)01013-3', 'https://doi.org/10.1016/S0031-9422(97)00228-8']",Terpenoids,,,Diterpenoids,,,Kaurane and Phyllocladane diterpenoids,,,False,22,25,302.4580000000001,1,1,1,5.040100000000004,37.3,0,1,0,Ionizable
233,233,233,234,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C=O)[C@@H]2CC[C@@H]1C3,['ent-kaur-16-en-19-al'],['Oyedaea verbesinoides'],['https://doi.org/10.1016/S0031-9422(03)00073-6'],Terpenoids,,,Diterpenoids,,,Kaurane and Phyllocladane diterpenoids,,,False,21,24,286.459,0,1,1,5.154400000000005,17.07,0,0,0,Non-ionizable
234,234,234,235,C=C1C[C@@]23CC[C@@H]4[C@](C)(CO)CCC[C@@]4(C)[C@@H]2CC[C@@H]1C3,"['ent-kaur-16-en-19-ol', 'ent-kaur-16-en-19-ol', 'ent-kaur-16-en-19-ol']","['Oyedaea verbesinoides', 'Mikania vitifolia', 'Mikania banisteriae']","['https://doi.org/10.1016/S0031-9422(03)00073-6', 'https://doi.org/10.1016/S0031-9422(97)01013-3', 'https://doi.org/10.1016/S0031-9422(97)00228-8']",Terpenoids,,,Diterpenoids,,,Kaurane and Phyllocladane diterpenoids,,,False,21,24,288.475,1,1,1,4.947800000000005,20.23,0,0,0,Non-ionizable
235,235,235,236,C=C1C[C@@]23CC[C@@H]4[C@](C)(C(=O)O)CCC[C@@]4(C)[C@]2(O)CC[C@@H]1C3,"['ent-9α-hydroxy-kaur-16-en-19-oic acid', 'ent-9α-hydroxy-kaur-16-en-19-oic acid']","['Oyedaea verbesinoides', 'Mikania vitifolia']","['https://doi.org/10.1016/S0031-9422(03)00073-6', 'https://doi.org/10.1016/S0031-9422(97)01013-3']",Terpenoids,,,Diterpenoids,,,Kaurane and Phyllocladane diterpenoids,Tetracyclic diterpenoids,,False,23,26,318.45700000000005,2,2,1,4.155000000000003,57.53,0,1,0,Ionizable
236,236,236,237,C=C1[C@@H]2CC[C@]3(O)[C@@](CC[C@@H]4[C@](C)(C(=O)O)CCC[C@]43C)(C2)[C@H]1OC(=O)/C(C)=C/C,['ent-15β-tigloyloxy-9α-hydroxy-kaur-16-en-19-oic acid'],['Oyedaea verbesinoides'],['https://doi.org/10.1016/S0031-9422(03)00073-6'],Terpenoids,,,Diterpenoids,,,Kaurane and Phyllocladane diterpenoids,,,False,30,33,416.5580000000002,2,4,3,4.642900000000004,83.83000000000001,0,1,0,Ionizable
237,237,237,238,C=C1[C@@H]2CC[C@]3(O)[C@@](CC[C@@H]4[C@](C)(C(=O)O)CCC[C@]43C)(C2)[C@H]1OC(=O)/C(C)=C\C,['ent-15β-angeloyloxy-9α-hydroxy-kaur-16-en-19-oic acid'],['Oyedaea verbesinoides'],['https://doi.org/10.1016/S0031-9422(03)00073-6'],Terpenoids,,,Diterpenoids,,,Kaurane and Phyllocladane diterpenoids,,,False,30,33,416.5580000000002,2,4,3,4.642900000000004,83.83000000000001,0,1,0,Ionizable
238,238,238,239,C=C1[C@@H]2CC[C@]3(O)[C@](C2)([C@@H](O)C[C@@H]2[C@](C)(C(=O)O)CCC[C@]23C)[C@H]1OC(=O)/C(C)=C\C,"['ent-15β-angeloyloxy-7α,9α-dihydroxy-kaur-16-en-19-oic acid']",['Oyedaea verbesinoides'],['https://doi.org/10.1016/S0031-9422(03)00073-6'],Terpenoids,,,Diterpenoids,,,Kaurane and Phyllocladane diterpenoids,,,False,31,34,432.5570000000003,3,5,3,3.6137000000000015,104.06,0,1,0,Ionizable
239,239,239,240,CC1(C)CCC[C@]2(C)[C@@H]1CC[C@@]13C[C@@H](CC[C@H]12)[C@](C)(O)C3,['ent-kaur-16β-ol'],['Oyedaea verbesinoides'],['https://doi.org/10.1016/S0031-9422(03)00073-6'],Terpenoids,,,Diterpenoids,,,Kaurane and Phyllocladane diterpenoids,,,False,21,24,290.491,1,1,0,5.170200000000006,20.23,0,0,0,Non-ionizable
240,240,240,241,C=C1C[C@@]23CC[C@@H]4[C@](C)(C(=O)O)CCC[C@@]4(C)C2=CC[C@@H]1C3,"['ent-kaur-9(11),16-dien-19-oic acid']",['Oyedaea verbesinoides'],['https://doi.org/10.1016/S0031-9422(03)00073-6'],Terpenoids,,,Diterpenoids,,,Kaurane and Phyllocladane diterpenoids,Tetracyclic diterpenoids,,False,22,25,300.442,1,1,1,4.960200000000004,37.3,0,1,0,Ionizable
241,241,241,242,C/C=C(/C)C(=O)O[C@@H]1C=C(C)CC[C@]2(O)[C@@H](C(C)C)CC[C@]12C,['1α-angeloyloxy-carotol'],['Oyedaea verbesinoides'],['https://doi.org/10.1016/S0031-9422(03)00073-6'],Terpenoids,,,Sesquiterpenoids,,,Daucane sesquiterpenoids,,,False,23,24,320.47300000000007,1,3,3,4.407900000000004,46.53,0,0,0,Non-ionizable
242,242,242,243,C=C(C)C(=O)[C@H]1C(C=O)=CCCC(C)=C[C@H]2OC(=O)C(=C)[C@@H]2[C@@H]1O,['8ß-hydroxy-9α-methacryloyloxy-14-oxo-acanthospermolide'],['Milleria quinqueflora'],['https://doi.org/10.1016/S0031-9422(99)00510-5'],Terpenoids,,,Sesquiterpenoids,,,Germacrane sesquiterpenoids,,,False,24,25,330.38000000000005,1,5,3,2.0719,80.67,0,0,0,Non-ionizable
243,243,243,244,C=C(C)C(=O)O[C@H]1[C@H]2C(=C)C(=O)O[C@@H]2C=C(C)CCC=C(C=O)[C@@H]1O,['9α-hydroxy-8ß-methacryloyloxy-14-oxo-acanthospermolide'],['Milleria quinqueflora'],['https://doi.org/10.1016/S0031-9422(99)00510-5'],Terpenoids,,,Sesquiterpenoids,,,Germacrane sesquiterpenoids,,,False,25,26,346.379,1,6,3,1.7984,89.90000000000002,0,0,0,Non-ionizable
244,244,244,245,C=C(C)C(=O)O[C@H]1C(C=O)=CCCC(COC(C)=O)=C[C@H]2OC(=O)C(=C)[C@@H]2[C@@H]1O,['1 S-Acetoxy-9a-methacryloyloxy-8ß-hydroxy-l4-oxo-acanthospermolide'],['Milleria quinqueflora'],['https://doi.org/10.1016/S0031-9422(99)00510-5'],Terpenoids,,,Sesquiterpenoids,,,Germacrane sesquiterpenoids,,,False,29,30,404.4150000000001,1,8,5,1.3416,116.20000000000005,0,0,0,Non-ionizable
245,245,245,246,C=C(C)C(=O)O[C@H]1[C@H]2C(=C)C(=O)O[C@@H]2C=C(COC(C)=O)CCC=C(C=O)[C@@H]1O,['15-Acetoxy-9a-hydroxy-8ß-methacryloyloxy-14-oxo-acanthospermolide'],['Milleria quinqueflora'],['https://doi.org/10.1016/S0031-9422(99)00510-5'],Terpenoids,,,Sesquiterpenoids,,,Germacrane sesquiterpenoids,,,False,29,30,404.4150000000001,1,8,5,1.3416,116.2,0,0,0,Non-ionizable
246,246,246,247,C=C(C)C(=O)O[C@H]1[C@H]2C(=C)C(=O)O[C@@H]2[C@@H]2O[C@]2(C)CCC=C(C=O)[C@@H]1O,"['9a-Hydroxy-8ß-methacryIoyloxy-14-oxo-acanthospermolide-4a,5ß-epoxide']",['Milleria quinqueflora'],['https://doi.org/10.1016/S0031-9422(99)00510-5'],Terpenoids,,,Sesquiterpenoids,,,Germacrane sesquiterpenoids,,,False,26,28,362.3780000000001,1,7,3,1.0095999999999996,102.43000000000002,0,0,0,Non-ionizable
247,247,247,248,C=C(C)C(=O)O[C@@H]1C=C(C=O)CCCC(=C)[C@H](O)[C@H]2OC(=O)C(=C)[C@@H]21,['Miller-9E-enolide'],['Milleria quinqueflora'],['https://doi.org/10.1016/S0031-9422(99)00510-5'],Terpenoids,,,Sesquiterpenoids,,,Germacrane sesquiterpenoids,,,False,25,26,346.3790000000001,1,6,3,1.7983999999999998,89.9,0,0,0,Non-ionizable
248,248,248,249,C=C(C)C(=O)O[C@@H]1C=C(C=O)[C@H](OC)CCC(=C)[C@H](O)[C@H]2OC(=O)C(=C)[C@@H]21,['1ß- methoxymiller-9Z-enolide'],['Milleria quinqueflora'],['https://doi.org/10.1016/S0031-9422(99)00510-5'],Terpenoids,,,Sesquiterpenoids,,,Germacrane sesquiterpenoids,,,False,27,28,376.4050000000001,1,7,4,1.4232999999999998,99.13000000000002,0,0,0,Non-ionizable
249,249,249,250,C=C(C)C(=O)O[C@@H]1C=C(C=O)CCC[C@@]2(CO2)[C@H](O)[C@H]2OC(=O)C(=C)[C@@H]21,"['4ß,15-Epoxymiller-9E-enolide']",['Milleria quinqueflora'],['https://doi.org/10.1016/S0031-9422(99)00510-5'],Terpenoids,,,Sesquiterpenoids,,,Germacrane sesquiterpenoids,,,False,26,28,362.378,1,7,3,1.0112,102.43,0,0,0,Non-ionizable
250,250,250,251,C=C(C)C(=O)O[C@H]1[C@H]2C(=C)C(=O)O[C@@H]2[C@@H](O)C(=C)CCC=C(C=O)[C@@H]1OC,['9α-methoxy-miller-1(10)Z-enolide'],['Milleria quinqueflora'],['https://doi.org/10.1016/S0031-9422(99)00510-5'],Terpenoids,,,Sesquiterpenoids,,,Germacrane sesquiterpenoids,,,False,27,28,376.40500000000014,1,7,4,1.4232999999999998,99.13,0,0,0,Non-ionizable
251,251,251,252,C=C(C)C(=O)O[C@H]1[C@H]2C(=C)C(=O)O[C@@H]2[C@@H](O)C(=C)CCC=C(C=O)[C@@H]1OC(C)=O,['9α-Acetoxy-miller-1(10)Z-enolide'],['Milleria quinqueflora'],['https://doi.org/10.1016/S0031-9422(99)00510-5'],Terpenoids,,,Sesquiterpenoids,,,Germacrane sesquiterpenoids,,,False,29,30,404.4150000000002,1,8,4,1.3399999999999996,116.20000000000002,0,0,0,Non-ionizable
252,252,252,253,C=C(C)C(=O)O[C@H]1[C@H]2C(=C)C(=O)O[C@@H]2[C@@H](O)[C@@]2(CCC=C(C=O)[C@@H]1OC(C)=O)CO2,"['9α-acetoxy-4ß,15-epoxymiller-1(10)Z-enolide']",['Milleria quinqueflora'],['https://doi.org/10.1016/S0031-9422(99)00510-5'],Terpenoids,,,Sesquiterpenoids,,,Germacrane sesquiterpenoids,,,False,30,32,420.4140000000002,1,9,4,0.5527999999999997,128.73000000000002,0,0,0,Non-ionizable
